ID	Valid	SU	Fn	NFn	Ctx	Form	Root
memengaruhi	1	mangaruhan	v		-	-	pangaruh
memenuhi	1	nyumponan	v		-	-	cumpon
memenuhi	1	nohonan	v		-	-	nohonan
memenuhi	1	minuhan	v		-	-	pinuh
memenuhinya	1	nyumponanana	v		-	-	cumpon
memerahkan	1	ngabeureumkeun	v		-	-	beureum
memerangi	1	merangan	v		-	-	perang
memeras	1	meres	v		-	-	peres
memercik	1	muncrat	v		-	-	muncrat
memerhatikan	1	nengetan	v		-	-	tenget
memeriksa	1	mariksa	v		-	-	pariksa
memerintah	1	maréntah	v		-	-	marentah
memerintahkan	1	maréntahkeun	v		-	-	paréntah
memerlukan	1	merlukeun	v		-	-	perlu
memesan	1	mesen	v		-	-	pesen
memfasilitasi	1	nyadiaan	v				sadia
memihak	1	mihak	v		-	-	mihak
memihak	1	ngabiluk	v		-	-	biluk
memijat	1	meuseul	v		-	-	peuseul
memikirkan	1	mikiran	v		-	-	pikir
memikirkannya	1	mikiranana	v		-	-	pikir
memikul	1	manggul	v		-	-	panggul
memilah-milah	1	ngawilah-wilah	v		-	-	wilah
memilih	1	milih	v		-	-	pilih
memilih-milih	1	milih-milih	v		-	-	pilih
memiliki	1	ngabogaan	v		-	-	boga
memimpin	1	mingpin	v		-	-	pingpin
memindahkan	1	mindahkeun	v		-	-	pindah
memindah-mindahkan	1	mindah-mindahkeun	v		-	-	pindah
meminta	1	ménta	v		-	-	pénta
meminum	1	nginum	v		-	-	inum
memisahkan	1	misahkeun	v		-	-	pisah
memotong	1	motong	v		-	-	potong
mempengaruhi	1	mangaruhan	v		-	-	pangaruh
memperbaiki	1	ngabenerkeun	v		-	-	bener
memperbaikinya	1	ngabenerkeunana	v		-	-	bener
memperbesar	1	ngagedéan	v		-	-	gedé
memperbolehkannya	1	ngidinan manéhna	v		-	-	idin
mempercayai	1	mercayaan	v		-	-	percaya
mempercayakan	1	mercayakeun	v		-	-	percaya
memperhatikan	1	nengetan	v		-	-	tenget
memperingati	1	miéling	v		-	-	éling
memperkenalkan	1	ngawanohkeun	v		-	-	wanoh
memperketat	1	ngaheureutkeun	v		-	-	heureut
memperkuat	1	nguatkeun	v		-	-	kuat
memperlihatkan	1	nempokeun	v		-	-	tempo
memperoleh	1	meunang	v		-	-	beunang
memperoleh	1	nampa	v		-	-	tampa
memperolok-olok	1	ngaléléwé	v		-	-	
memperpanjang	1	manjangkeun	v		-	-	panjang
mempersiapkan	1	nyiapkeun	v		-	-	siap
mempertahankan	1	ngabéla	v		-	-	béla
mempertanyakan	1	nananyakeun	v		-	-	tanya
mempertaruhkan	1	nandonkeun	v		-	-	tandon
mempertebal	1	ngandelan	v		-	-	kandel
mempertimbangkan	1	nimbang-nimbang	v		-	-	timbang
memproduksi	1	mroduksi	v		-	-	produksi
mempunyai	1	miboga	v		-	-	boga
memuaskan	1	nyugemakeun	v		-	-	sugema
memudahkan	1	ngagampangkeun	v		-	-	gampang
memuja	1	muja	v		-	-	puja
memuji	1	muji	v		-	-	puji
memukul	1	neunggeul	v		-	-	teunggeul
memukul	1	nakol	v		-	-	nakol
memukuli	1	neunggeulan	v		-	-	teunggeul
memulai	1	mitembeyan	v		-	-	mitembeyan
memulai	0	eungkeut-eungkeut					eungkeut
memuliakan	1	ngamuliakeun	v		-	-	mulia
memulihkan	1	nyageurkeun	v		-	-	cageur
memungkinkan	1	matak bisa	v		-	-	bisa
memupuk	1	ngagemukan	v		-	-	gemuk
memutar	1	muter	v		-	-	puter
memutuskan	1	megatkeun	v		-	-	pegat
men	1	nga	v		-	-	nga
menabuh	1	nabeuh	v		-	-	tabeuh
menabur	1	ngawur	v		-	-	awur
menagih	1	nagih	v		-	-	tagih
menahan	1	nahan	v		-	-	tahan
menaiki	1	naékan	v		-	-	taék
menaikkan	1	naékkeun	v		-	-	taék
menambah	1	nambahan	v		-	-	tambah
menambahkan	1	nambahan	v		-	-	tambah
menampilkan	1	mintonkeun	v		-	-	pinton
menampung	1	nandéan	v		-	-	tandé
menampungnya	1	nandéanana	v		-	-	tandé
menanam	1	melak	v		-	-	pelak
menancap	1	nyeceb	v		-	-	ceceb
menancap	1	mebes	v		-	-	bebes
menancapkan	1	mancegkeun	v		-	-	panceg
menandakan	1	nandakeun	v		-	-	tanya
menandaskan	1	nanjeurkeun	v		-	-	tanjeur
menandatangani	1	nandatanganan	v		-	-	tanda
menanduk	1	ngagadil	v		-	-	gadil
menang	1	meunang	v		-	-	beunang
menangani	1	nungkulan	v				tungkul
menanggapi	1	nanggepan	v		-	-	tanggep
menanggung	1	nanggung	v		-	-	tanggung
menangis	1	ceurik	v		-	-	ceurik
menangkap	1	nyerek	v		-	-	cerek
menangkap	1	néwak	v		-	-	téwak
menangkapi	1	néwakan	v		-	-	téwak
menantang	1	nangtang	v		-	-	tangtang
menanti	1	ngadagoan	v		-	-	dago
menanyakan	1	nanyakeun	v		-	-	tanya
menargetkan	1	nargétkeun	v		-	-	targét
menari	0	rampayak					rampayak
menarik	1	metot	v		-	-	betot
menatap	1	melong	v		-	-	pelong
menawar	1	ngawar	v		-	-	gawar
menawarkan	1	nawarkeun	v		-	-	tawar
mencabut	1	nyabut	v		-	-	cabut
mencakar	0	ngaut					kaut
mencakar	0	ngerewes					kerewes
mencakup	1	ngawengku	v		-	-	wengku
mencanangkan	1	ngémbarkeun	v		-	-	émbar
mencangkul	1	macul	v		-	-	macul
mencangkulnya	1	maculna	v		-	-	macul
mencapai	1	ngahontal	v		-	-	hontal
mencaplok	1	nyapluk	v		-	-	capluk
mencari	1	néangan	v		-	-	téang
mencari-cari	1	ngotéktak	v		-	-	kotéktak
mencatat	1	nyatet	v		-	-	catet
mencatatkan	1	nyatet	v		-	-	catet
mencegah	1	nyegah	v		-	-	cegah
mencela	1	nyempad	v		-	-	cempad
mencela	0	nyegék					cegék
mencela	1	nyawad	v		-	-	cawad
menceritakan	1	nyaritakeun	v		-	-	carita
mencibir	1	ngajebian	v		-	-	jebi
mencicil	1	nyicil	v		-	-	cicil
mencicipi	1	ngasaan	v		-	-	asa
mencicipi	1	nyicip	v		-	-	icip
mencintai	1	mitresna	v		-	-	tresna
menciptakan	1	nyiptakeun	v		-	-	cipta
mencium	1	nyium	v		-	-	cium
menciumi	0	ngagaléntoran					galéntor
mencoba	1	mecakan	v		-	-	pecak
mencoba	0	nyobaan	v		-	-	coba
mencoba	0	ngajaran	v		-	-	ajar
mencoba-coba	1	nyoba-nyoba	v		-	-	coba
mencontohkan	1	nyontoan	v		-	-	conto
mencopot	1	nyopot	v		-	-	copot
mencuat	1	ngajaul	v		-	-	jaul
mencuci	1	kukumbah	v		-	-	kumbah
menculik	1	nyulik	v		-	-	culik
mencuri	1	maok	v		-	-	paok
mencurigakan	1	matak curiga	v		-	-	curiga
mendadak	1	dumadakan	v		-	-	dadak
mendaftar	1	ngadaptar	v		-	-	daptar
mendalami	1	neuleuman	v		-	-	teuleum
mendampingi	0	gondeng					gondeng
mendapat	1	meunang	v		-	-	beunang
mendapatkan	1	meunangkeun	v		-	-	beunang
mendarat	1	badarat	v		-	-	darat
mendasar	1	ngadasar	v		-	-	dasar
mendatang	1	ka hareup	ad		-	-	hareup
mendatangkan	1	ngadatangkeun	v		-	-	datang
mendayung	1	ngawelah	v		-	-	welah
mendekam	1	ngadekem	v		-	-	dekem
mendekam	1	depa	v		-	-	depa
mendekap	1	ngakeup	v		-	-	akeup
mendekati	1	ngadeukeutan	v		-	-	deukeut
mendekatkan	1	ngaraketkeun	v		-	-	raket
mendeklarasikan	1	ngadéklarasikeun	v		-	-	déklarasi
mendelik	1	ngadelék	v		-	-	delék
mendengar	1	ngadéngé	v		-	-	déngé
mendengar	0	ngareungeu	v		-	-	reungeu
mendengarkan	1	ngaregepkeun	v		-	-	regep
mendera	1	tumiba	v		-	-	tiba
menderita	1	nalangsara	v		-	-	talangsara
mendesak	1	nyedek	v		-	-	sedek
mendesak	1	ngadesek	v		-	-	desek
mendidih	1	ngagolak	v		-	-	golak
mendidik	1	ngatik	v		-	-	atik
mendingan	1	leuheung	a		-	-	leuheung
mendirikan	1	ngadegkeun	v		-	-	adeg
mendistribusikan	1	ngadistribusikeun	v		-	-	distribusi
mendongak	1	dangah	v		-	-	dangah
mendongengkan	1	ngadongéngkeun	v		-	-	dongéng
mendorong	1	nyorong	v		-	-	sorong
mendorong	0	nyurungkeun	v		-	-	surung
menduga	1	nyangka	v		-	-	sangka
mendukung	1	ngarojong	v		-	-	rojong
mendung	1	ceudeum	a		-	-	ceudeum
mendung	1	haleungheum	-		-	-	haleungheum
mendung	1	angkeub	n		-	-	angkeub
mendung	1	meded	-		-	-	meded
menegakkan	1	ngadegkeun	v		-	-	adeg
menegaskan	1	negeskeun	v		-	-	teges
menekuni	1	ngaleukeunan	v		-	-	leukeun
menelan	1	nelen	v		-	-	telen
meneliti	1	nalungtik	v		-	-	talungtik
menemani	1	maturan	v		-	-	batur
menemani	1	marengan	v		-	-	bareng
menembak	1	némbak	v		-	-	témbak
menembakkan	1	némbakkeun	v		-	-	témbak
menembus	1	nembus	v		-	-	tembus
menempatkan	1	nempatkeun	v		-	-	tempat
menempel	1	adek	v		-	-	adek
menempeleng	1	nyabok	v		-	-	cabok
menemui	1	manggihan	v		-	-	panggih
menemui	1	nepungan	v		-	-	tepung
menemuinya	1	nepungan manéhna	v				tepung
menemukan	1	manggihan	v		-	-	panggih
menendang	1	nalapung	v		-	-	talapung
menengah	1	tengahan	v		-	-	tengah
menengok	1	ngalayad	v		-	-	layad
menentukan	1	nangtukeun	v		-	-	tangtu
menerangkan	1	ngajelaskeun	v		-	-	jelas
menerapkan	1	nerapkeun	v		-	-	terap
menerapkannya	1	ngalarapkeunana	v		-	-	larap
menerbitkan	1	medar	v		-	-	pedar
meneriakkan	1	ngajorowokeun	v		-	-	jorowok
menerima	1	nampa	v		-	-	tampa
menerima	1	narima	v		-	-	tarima
menerkam	1	ngerekeb	v		-	-	kerekeb
menerobos	1	moncor	v		-	-	poncor
menerpa	1	numiba	v		-	-	tiba
meneruskan	1	neruskeun	v		-	-	terus
menetapkan	1	netepkeun	v		-	-	tetep
menetes	1	nyakclakan	v		-	-	cakclak
menewaskan	1	niwaskeun	v		-	-	tiwas
mengabaikan	1	teu malire	v		-	-	palire
mengabari	1	méré béja	v		-	-	béja
mengacu	1	ngarujuk	v		-	-	rujuk
mengadakan	1	ngayakeun	v		-	-	aya
mengaduk	0	ngagaley					galey
mengaduk	1	ngocék	v		-	-	kocék
mengadukan	1	ngadukeun	v		-	-	adu
mengagumkan	1	matak hélok	v		-	-	hélok
mengagungkan	1	ngagungkeun	v		-	-	agung
mengajak	1	ngajak	v		-	-	ajak
mengajari	1	ngawurukan	v		-	-	wuruk
mengajarkan	1	ngajarkeun	v		-	-	ajar
mengajukan	1	ngusulkeun	v		-	-	usul
mengakhiri	1	mungkas	v		-	-	pungkas
mengakibatkan	1	ngabalukarkeun	v		-	-	balukar
mengaku	1	ngaku	v		-	-	aku
mengakui	1	ngaku	v		-	-	aku
mengalah	1	ngéléhan	v		-	-	éléh
mengalahkan	1	ngéléhkeun	v		-	-	éléh
mengalami	1	ngalaman	v		-	-	alam
mengalir	1	ngocor	v		-	-	kocor
mengalir	1	nyérélék	v		-	-	sérélék
mengalirkan	1	ngocorkeun	v		-	-	kocor
mengamankan	1	ngamankeun	v		-	-	aman
mengamati	1	nitetan	v		-	-	titén
mengamati	1	ngimeutan	v		-	-	imeut
mengambil	0	ngala	v		-	-	ala
mengambil	1	nyokot	v		-	-	cokot
mengamuk	1	ngamuk	v		-	-	amuk
mengancam	1	ngancem	v		-	-	ancem
mengandalkan	1	ngandelkeun	v		-	-	andel
mengandung	0	kakandungan	v		-	-	kandung
mengandung	1	ngandung	v		-	-	kandung
menganga	1	ngangah	v		-	-	ngangah
menganga	0	engab					engab
menganggap	1	nganggap	v		-	-	anggap
menganggapnya	1	nganggap hal éta	v		-	-	anggap
menganggarkan	1	nganggarkeun	v		-	-	anggar
mengangguk	1	unggeuk	v		-	-	unggeuk
menganggur	0	ngaligeuh					ngaligeuh
mengangkang	1	ngangkang	v		-	-	kangkang
mengangkut	1	ngunjalan	v		-	-	kunjal
menganiaya	1	nganiaya	v		-	-	kaniaya
mengantar	1	nganteur	v		-	-	anteur
mengantarkan	1	nganteurkeun	v		-	-	anteur
mengantisipasi	1	nyegah	v		-	-	cegah
mengantongi	1	ngantongan	v		-	-	kantong
mengantuk	1	tunduh	a		awak	-	tunduh
menganut	1	ngagem	v		-	-	agem
menganut	0	nganut	v		-	-	anut
mengapa	1	naha	v		-	-	naha
mengapresiasi	1	ngahargaan	v		-	-	harga
mengarak	1	ngarak	v		-	-	ngarak
mengarang	1	ngarang	v		-	-	ngarang
mengarungi	1	ngambah	v		-	-	ambah
mengasah	1	ngasah	v		-	-	asah
mengasumsikan	1	ngasumsikeun	v		-	-	asumsi
mengatakan	1	ngomong	v		-	-	omong
mengatasi	1	nungkulan	v		-	-	tungkul
mengatasnamakan	1	ngaku-ngaku	v		-	-	aku
mengaum	1	ngagerem	v		-	-	gerem
mengayun	1	ngayun	v		-	-	ayun
mengayunkan	0	ulang					ulang
mengebiri	0	kabiri					kabiri
mengebutkan	1	ngirabkeun	v		-	-	kirab
mengecer	1	ngécér	v		-	-	écér
mengecewakan	1	nguciwakeun	v		-	-	kuciwa
mengeduk	1	ngeduk	v		-	-	keduk
mengejan	1	ngaheujeun	v		-	-	heujeun
mengejar	1	ngudag	v		-	-	udag
mengelak	1	nyingcet	v		-	-	cingcet
mengelas	1	ngelas	v		-	-	elas
mengelilingi	1	ngalingkung	v		-	-	lingkung
mengelola	1	ngokolakeun	v		-	-	kokola
mengelompok	1	ngajumpluk	v		-	-	jumpluk
mengeluarkan	1	ngaluarkeun	v		-	-	kaluar
mengeluh	1	ngageuri	v		-	-	geuri
mengeluh	1	humandeuar	v		-	-	humandeuar
mengembalikan	1	mulangkeun	v		-	-	pulang
mengembangkan	1	ngembangkeun	v		-	-	kembang
mengembara	1	ngumbara	v		-	-	kumbara
mengenai	1	ngeunaan	v		-	-	keuna
mengenakan	1	maké	v		-	-	paké
mengenal	1	mikawanoh	v		-	-	wanoh
mengenali	1	mikawanoh	v		-	-	wanoh
mengendalikan	1	ngadalikeun	v		-	-	kadali
mengendarai	1	numpakan	v		-	-	tumpak
mengentuti	1	ngabekokan	v		-	-	bekok
mengepalkan	1	ngeupeulkeun	v		-	-	keupeul
mengepel	1	ngepél	v		-	-	epél
mengepul	1	ngebul	v		-	-	bul
mengepung	1	ningker	v		-	-	tingker
mengerahkan	1	ngaluarkeun	v		-	-	kaluar
mengering	1	jadi garing	v		-	-	garing
mengeringkan	1	ngagaringkeun	v		-	-	garing
mengerjakannya	1	migawena	v		-	-	gawé
mengerumuni	1	ngarubung	v		-	-	rubung
mengeser-geser	1	ngagésér-gésér	v		-	-	gésér
mengetahui	1	nyaho	v		-	-	nyaho
mengevakuasi	1	mindahkeun (évakuasi)	v		-	-	pindah
menggabungkan	1	ngagabungkeun	v		-	-	gabung
menggali	1	ngadongkar	v		-	-	dongkar
menggali	1	ngali	v		-	-	kali
menggambarkan	1	ngagambarkeun	v		-	-	gambar
menggandeng	1	ngaléng	v		-	-	kaléng
mengganggu	1	ngaganggu	v		-	-	ganggu
mengganggu	1	ngaréwong	v		-	-	réwong
mengganjal	1	ngaganjel	v		-	-	ganjel
mengganti	1	ngaganti	v		-	-	ganti
menggantikan	1	ngagantikeun	v		-	-	ganti
menggantinya	1	ngagantina	v		-	-	ganti
menggantungkan	1	ngagantungkeun	v		-	-	gantung
menggapai	1	ngahontal	v		-	-	hontal
menggapai-gapai	1	ngaroés	v		-	-	roés
menggarap	1	nyambut	v		-	-	sambut
menggelegar	1	ngabeledag	v		-	-	beledag
menggeliat	1	nguliat	v		-	-	kuliat
menggembala	1	ngangon	v		-	-	ngangon
menggembung	1	melendung	v		-	-	pelendung
menggenang	1	nguyumbang	v		-	-	kuyumbang
menggendong	1	ngais	v		-	-	ais
menggerakkan	1	ngusikkeun	v		-	-	usik
menggigil	1	ngadégdég	v		-	-	dégdég
menggigit	1	ngégél	v		-	-	gégél
menggiling	1	ngagiling	v		-	-	giling
menggoreng	1	ngagoréng	v		-	-	goréng
menggosok	1	ngosok	v		-	-	kosok
menggosok-gosok	1	ngagusrukan	v		-	-	gusruk
menggotong	1	ngagotong	v		-	-	gotong
menggumpal	1	ngadigleg	v		-	-	gibleg
menggunakan	1	ngagunakeun	v		-	-	guna
menggunakannya	1	makéna	v		-	-	guna
mengguncang	1	ngoyagkeun	v		-	-	oyag
menggusur	1	ngagusur	v		-	-	gusur
menghabiskan	1	méakkeun	v		-	-	béak
menghadap	1	nyanghareup	v		-	-	hareup
menghadap	0	ngadep	v		-	-	hadep
menghadapi	1	nyanghareupan	v		-	-	hareup
menghadapinya	1	nyanghareupanana	v		-	-	hareup
menghadiahi	1	ngadoan	v		-	-	kado
menghadiahkan	1	ngado	v		-	-	kado
menghadiri	1	ngahadiran	v		-	-	hadir
menghadiri	1	ngaluuhan	v		-	-	luuh
menghafal	1	ngapalkeun	v		-	-	apal
menghalang-halangi	1	mapalangan	v		-	-	palang
menghalau	1	ngagebah	v		-	-	gebah
menghampar	1	ngampar	v		-	-	ampar
menghancurkan	1	ngancurkeun	v		-	-	ancur
menghapalkan	1	ngapalkeun	v		-	-	apal
mengharap	1	miharep	v		-	-	harep
mengharap/melakukan	0	lahuta					lahuta
mengharapkan	1	ngarep-ngarep	v		-	-	ngarep-ngarep
menghargai	1	ngajénan	v		-	-	ajén
menghargai	1	ngahargaan	v		-	-	harga
mengharukan	1	matak kagagas	v		-	-	kagagas
mengharuskan	1	ngudukeun	v		-	-	kudu
menghasilkan	1	ngahasilkeun	v		-	-	hasil
menghasut	1	ngawisuna	v		-	-	wisuna
menghasut	1	ngangson	v		-	-	angson
menghaturkan	1	ngahaturkeun	v		-	-	hatur
menghebohkan	1	matak ibur	v		-	-	ibur
menghentikan	1	ngeureunkeun	v		-	-	eureun
mengherankan	1	matak olohok	v		-	-	olohok
menghibur	0	upah					upah
menghidupkan	1	ngahirupkeun	v		-	-	hirup
menghilang	0	ngaleungit	v		-	-	leungit
menghilang	1	ngiles	v		-	-	iles
menghilangkan	1	ngaleungitkeun	v		-	-	leungit
menghina	1	ngécé	v		-	-	écé
menghindarkan	1	nyingcetkeun	v		-	-	cingcet
menghisap	1	ngenyot	v		-	-	nyot
menghitung	1	ngitung	v		-	-	itung
menghormati	1	ngahormatan	v		-	-	hormat
menghubungkan	1	nyambungkeun	v		-	-	sambung
menghubungkannya	1	nyambungkeunana	v		-	-	sambung
mengidentifikasi	1	mikawanoh	v		-	-	wanoh
mengigau	1	ngagundam	v		-	-	gundam
mengigau	1	ngalindur	v		-	-	lindur
mengikuti	1	miluan	v		-	-	milu
mengikuti	1	nuturkeun	v		-	-	tutur
mengimani	1	ngimanan	v		-	-	iman
mengimbangi	1	ngimbangan	v		-	-	imbang
mengindahkan	0	esto					esto
mengingat	1	nginget	v		-	-	inget
mengingatkan	1	ngingetkeun	v		-	-	inget
menginginkan	1	hayangeun	v		-	-	hayang
mengingsud	1	ngésod	v		-	-	ésod
menginjak-nginjak	1	ngaleyek	v		-	-	leyek
menginstruksikan	1	maréntahkeun	v		-	-	paréntah
mengintip	1	ngintip	v		-	-	intip
mengira	1	mikir	v		-	-	pikir
mengirim	1	ngirim	v		-	-	kirim
mengirimkan	1	ngirimkeun	v		-	-	kirim
mengisi	1	ngeusian	v		-	-	eusi
mengistirahatkan	1	ngareureuhkeun	v		-	-	reureuh
mengkal	1	mengkel	v		-	-	mengkel
mengkerut	1	murengked	v		-	-	purengked
mengkhawatirkan	1	pikahariwangeun	v		-	-	hariwang
mengobarkan	1	ngobarkeun	v		-	-	kobar
mengocok	1	ngoclok	v		-	-	koclok
mengolah	1	ngokolakeun	v		-	-	kokola
mengonggong	1	ngagogogan	v		-	-	gogog
mengontrak	1	ngontrak	v		-	-	ngontrak
mengontraknya	1	ngontrak manéhna	v		-	-	kontrak
mengontrol	1	ngadalikeun	v		-	-	kadali
mengorbankan	1	ngorbankeun	v		-	-	korban
mengoreksi	1	ngoréksi	v		-	-	koréksi
menguap	1	heuay	v		awak	-	heuay
menguasai	1	ngawasa	v		-	-	kawasa
menguatkan	1	nguatkeun	v		-	-	kuat
mengubah	1	ngarobah	v		-	-	robah
mengubur	1	ngaruang	v		-	-	ruang
mengucap	1	ngedalkeun	v		-	-	kedal
mengucapkan	1	ngedalkeun	v		-	-	kedal
mengultimatum	1	ngultimatum	v		-	-	ultimatum
mengulum	1	ngolomoh	v		-	-	kolomoh
mengumpulkan	1	ngumpulkeun	v		-	-	kumpul
mengumumkan	1	nyalabarkeun	v		-	-	salabar
mengunci	1	nulak	v		-	-	nulak
mengundang	0	ngangkir					angkir
mengundang	1	ngondang	v		-	-	ondang
mengundurkan	1	mundurkeun	v		-	-	pundur
mengungkap	1	ngungkab	v		-	-	ungkab
mengungkapkan	1	ngungkabkeun	v		-	-	ungkab
mengunjungi	1	ngadatangan	v		-	-	datang
menguntungkan	1	nguntungkeun	v		-	-	untung
mengunyah	1	ngagayem	v		-	-	gayem
mengunyah	1	nyapék	v		-	-	capék
mengupas	1	mesék	v		-	-	pesék
mengupayakan	1	narékahan	v		-	-	tarékah
mengurangi	1	ngurangan	v		-	-	kurang
menguras	1	nguras	v		-	-	kuras
mengurung	1	ngerem	v		-	-	kerem
mengurungkan	1	ngabolaykeun	v		-	-	bolay
mengurus	1	ngurus	v		-	-	urus
mengurusi	1	nguruskeun	v		-	-	urus
mengusahakan	1	narékahan	v		-	-	tarékah
mengusir	0	ngabuburak	v		-	-	burak
mengusir	1	ngusir	v		-	-	usir
mengutamakan	1	ngutamakeun	v		-	-	utama
mengutarakan	1	ngedalkeun	v		-	-	kedal
mengutip	1	nyutat	v		-	-	cutat
mengutus	1	ngutus	v		-	-	utus
meniadakan	1	ngeuweuhkeun	v		-	-	euwuh
menikah	1	nikah	v		-	-	tikah
menikahi	1	nikah ka	v		-	-	tikah
menikahinya	1	nikah ka manéhna	v		-	-	tikah
menikmati	1	ngarasakeun	v		-	-	rasa
menilai	1	meunteun	v		-	-	peunteun
menimbulkan	1	ngabalukarkeun	v		-	-	balukar
menimpa	1	tumiba	v		-	-	tiba
menindaklanjuti	1	neruskeun	v		-	-	terus
menindas	1	nandasa	v		-	-	tandasa
menindih	1	nindihan	v		-	-	tindih
meninggal	1	maot	v		-	-	maot
meninggalkan	1	ninggalkeun	v		-	-	tinggal
meningkatkan	1	ngaronjatkeun	v		-	-	ronjat
meninjau	1	ngalanglang	v		-	-	langlang
meninjau	1	ngadongdon	v		-	-	dongdon
menipis	1	ngipisan	v		-	-	ipis
menipisnya	1	ngaipisanana	v		-	-	ipis
menipu	0	gerejud					gerejud
menipu	1	linyok	v		-	-	linyok
meniru-niru	1	niron-niron	v		-	-	tiron
menisik	1	ngajarumat	v		-	-	jarumat
menistakan	1	nganistakeun	v		-	-	nista
menit	1		-		-	-	menit
menitan	1		-		-	-	menit
menjabat	1	nyekel kalungguhan	v		-	-	lungguh
menjadi	1	jadi	v		-	-	jadi
menjadikan	1	ngajadikeun	v		-	-	jadi
menjadikannya	1	ngajadikeunna	v		-	-	jadi
menjaga	1	ngajaga	v		-	-	jaga
menjahit	1	ngécos	v		-	-	gécos
menjahit	1	ngaput	v		-	-	kaput
menjajah	0	ngabawah					bawah
menjajah	1	ngajajah	v		-	-	jajah
menjalani	1	ngajalanan	v		-	-	jalan
menjalankan	1	ngajalankeun	v		-	-	jalan
menjalankannya	1	ngajalankeunana	v		-	-	jalan
menjamin	1	ngajamin	v		-	-	jamin
menjangkau	1	ngadongkang	v		-	-	dongkang
menjanjikan	1	ngajangjian	v		-	-	jangji
menjarangkan	1	nyarangkeun	v		-	-	jarang
menjatuhkan	1	ngalabuhkeun	v		-	-	labuh
menjatuhkan	1	ngagubragkeun	v				gubrag
menjawab	1	némbalan	v		-	-	témbal
menjejali	0	dedel					dedel
menjelang	1	nyanghareupan	v		-	-	hareup
menjelaskan	1	ngécéskeun	v		-	-	écés
menjelma	1	ngajanggélék	v		-	-	janggélék
menjemput	1	mapag	v		-	-	papag
menjerat	1	ngured	v		-	-	ured
menjerit	1	ngajerit	v		-	-	jerit
menjinjing	1	ngajingjing	v		-	-	jingjing
menjolok	1	ngajul	v		-	-	ajul
menjorok	1	nyodor	v		-	-	sodor
menjual	1	ngajual	v		-	-	jual
menjuluki	1	nelahan	v		-	-	katelah
menjumpai	1	nepungan	v		-	-	tepung
menjunjung	1	ngajungjung	v		-	-	jungjung
menolak	1	nampik	v		-	-	tampik
menoleh	1	ngalieuk	v		-	-	lieuk
menolong	1	nulungan	v		-	-	tulung
menonton	1	lalajo	v		-	-	lajo
mentah	1	atah	a		-	-	atah
mentang	1	abong	v		-	-	abong
menteri	1		n		-	-	menteri
mentertawakan	0	geuhgeuy					geuhgeuy
menua	1	ngolotan	v		-	-	kolot
menuangkan	1	nyicikeun	v		-	-	cici
menuding	1	nyangka	v		-	-	sangka
menuduh	1	nuduh	v		-	-	tuduh
menuju	1	nuju	v		-	-	tuju
menukar	1	nukeur	v		-	-	tukeur
menular	1	tépa	v		-	-	tépa
menulis	1	nulis	v		-	-	tulis
menuliskan	1	nuliskeun	v		-	-	tulis
menuliskannya	1	nuliskeunana	v		-	-	tulis
menumbuhkan	1	numuwuhkeun	v		-	-	tuwuh
menumpang	1	numpang	v		-	-	tumpang
menumpas	1	numpes	v		-	-	tumpes
menumpuk	1	numpuk	v		-	-	tumpuk
menunaikan	1	ngalakukeun	v		-	-	laku
menundukkan	1	nungkulkeun	v		-	-	tungkul
menunggu	1	nungguan	v		-	-	tunggu
menunggu-nunggu	1	nunungguan	v		-	-	tunggu
menunjang	1	ngarojong	v		-	-	rojong
menunjangnya	1	ngarojongna	v		-	-	rojong
menunjuk	1	nunjuk	v		-	-	tunjuk
menunjukkan	1	némbongkeun	v		-	-	témbong
menunjuk-nunjuk	1	nununjuk	v				tunjuk
menuntaskan	1	ngaréngsékeun	v				réngsé
menuntut	1	nungtut	v		-	-	tungtut
menurun	1	mudun	v		-	-	pudun
menurunkan	1	nurunkeun	v		-	-	turun
menurunnya	1	turunna	v		-	-	turun
menurut	1	nurutkeun	v		-	-	turut
menurut	0	ngagugu	v		-	-	gugu
menurutnya	1	ceuk manéhna	v		-	-	ceuk
menusuk	1	nojos	v		-	-	tojos
menutup	1	nutupan	v		-	-	tutup
menutupi	1	nutupan	v		-	-	tutup
menutupkan	1	nutupkeun	v		-	-	tutup
menuturkan	1	ngunggelkeun	v		-	-	unggel
menyabet	1	nyabet	v		-	-	sabet
menyadap	1	nyadap	v		-	-	sadap
menyadari	1	nyadar	v		-	-	sadar
menyakitkan	1	nyelekit	a		-	-	celekit
menyaksikan	1	nyaksian	v		-	-	saksi
menyala	1	murub	v		-	-	murub
menyalahi	1	nyalahan	v		-	-	salah
menyalak	1	ngagogog	v		-	-	gogog
menyalin	1	nyutat	v		-	-	cutat
menyalurkan	1	nyalurkeun	v		-	-	salah
menyamai	1	madanan	v		-	-	padan
menyamakan	1	nyaruakeun	v		-	-	sarua
menyamar	1	nyamur	v		-	-	samur
menyambar	1	nyamber	v		-	-	samber
menyambut	1	ngabagéakeun	v		-	-	bagéa
menyampaikan	1	nepikeun	v		-	-	tepi
menyampuk	1	ngabintih	v		-	-	bintih
menyangka	1	nyangka	v		-	-	sangka
menyangkal	1	teu ngaku	v		-	-	aku
menyangkut	1	ngait	v		-	-	kait
menyanjung	1	muji	v		-	-	puji
menyapu	1	nyapu	v		-	-	sapu
menyarankan	1	ngusulkeun	v		-	-	usul
